date,mosquito_Indicator,rain(mm),mean_T(℃),min_T(℃),max_T(℃)
01/05/2016,254.4,0,18.8,12.2,26
02/05/2016,273.5,16.5,21.1,16.5,28.4
03/05/2016,304,27,12.9,8.9,17.6
04/05/2016,256.2,0,15.7,10.2,20.6
05/05/2016,243.8,7.5,18.9,10.2,26.9
06/05/2016,248.5,9.5,16.3,13,18.6
07/05/2016,243.2,0,16.5,10.7,22.6
08/05/2016,249,0,19.4,11.6,26.8
09/05/2016,249.6,0,20.2,16.3,25.4
10/05/2016,240.8,13.5,14.5,12.5,18.1
11/05/2016,252.1,0,16.4,10.4,23.5
12/05/2016,261.1,0,17.8,12.1,24
13/05/2016,258.2,0.5,18.6,12.7,25.4
14/05/2016,277.8,0,20.2,15.1,26.9
15/05/2016,306.4,45,17.4,12.3,24.2
16/05/2016,299.9,2.5,15.9,10.8,21.9
17/05/2016,256.9,0,19.3,10.9,26.6
18/05/2016,275.2,0,,13.5,29.5
19/05/2016,309.7,0,,16.3,31.9
20/05/2016,353.6,0,24,16.8,31.6
21/05/2016,407,0,24.1,,30.4
22/05/2016,438.4,0,24.7,17.6,31.7
23/05/2016,522.5,0,,18.3,29.4
24/05/2016,614.4,38.5,16.8,15.4,21.8
25/05/2016,609.6,0,19.7,15.3,24.4
26/05/2016,582.1,0,19.4,17.5,22.9
27/05/2016,527.9,0,20.9,14.8,27.1
28/05/2016,487.3,0,21.7,17.2,28
29/05/2016,465.9,0,21.5,17.2,27.6
30/05/2016,434.5,0,22.1,,28.9
31/05/2016,427.2,0,21.6,17.4,27.6
01/06/2016,460.2,0,23.3,17.1,29.9
02/06/2016,496.2,0,23.2,17.2,29.1
03/06/2016,539.9,0,,17.6,27.7
04/06/2016,558.4,0,21.2,18.2,26.3
05/06/2016,554.7,0,24.7,17.3,32.2
06/06/2016,581.5,0,23.3,20.8,28.4
07/06/2016,606.2,0.1,21.7,19.6,25.9
08/06/2016,616.5,0,22.1,18.2,27.7
09/06/2016,604.9,0,24.1,17.8,31.3
10/06/2016,604.9,0,24.6,20.2,31.3
11/06/2016,644.2,3,23.5,20.9,26.5
12/06/2016,658.9,1.5,23.5,19.9,26.7
13/06/2016,645.7,0,23.5,19.4,29.6
14/06/2016,639.9,0,23.8,19.7,29.5
15/06/2016,666.3,15.5,20.9,17.4,24.5
16/06/2016,643.5,0,20.9,18.6,24.9
17/06/2016,606.2,0,23.8,18.6,29.1
18/06/2016,575.6,0,24.5,20.1,29.9
19/06/2016,601.5,0,24.1,20.3,29.3
20/06/2016,615.2,0,24.7,19.6,30.7
21/06/2016,624.2,0,26,21,31.3
22/06/2016,648.6,30.5,,20.9,30.2
23/06/2016,728.3,0.1,24.7,19.6,29.4
24/06/2016,789.7,3.5,23.1,21.1,25.7
25/06/2016,795.1,0,22.8,19.2,26.7
26/06/2016,755,0,24.4,19.4,30.3
27/06/2016,755,0,24.4,19.9,29.5
28/06/2016,754.9,0,24.7,20.4,29.7
29/06/2016,729.1,0,25.3,20.9,30.2
30/06/2016,720.9,0.2,24.6,23,26.9
01/07/2016,518.3,108.5,24,22,26.6
02/07/2016,509.8,4,23.5,20.6,27.7
03/07/2016,505.3,0,23.5,21.1,26.8
04/07/2016,511.1,29.5,21.8,20.2,24.1
05/07/2016,525.7,100.5,23.1,20.2,24.8
06/07/2016,535.2,0,22.9,20.3,26.9
07/07/2016,546.5,0,24,20.1,28.5
08/07/2016,550.2,0,27.3,21.2,32.4
09/07/2016,538.1,0,27.7,23.2,32.7
10/07/2016,510.9,0,27.9,23.2,33.1
11/07/2016,489.1,0,28.4,24.8,33.4
12/07/2016,454.5,3,26.3,22.1,30.9
13/07/2016,438.2,0,26.3,23.2,29.5
14/07/2016,426.3,0.1,27.5,24,32.4
15/07/2016,409.5,1.5,26.2,23.7,29.2
16/07/2016,410.2,46.5,20.8,19.8,23.8
17/07/2016,443.1,2.5,21.7,20.4,23.1
18/07/2016,471.1,0.2,24.4,20.7,28.4
19/07/2016,497.8,0,27.1,20.9,32.4
20/07/2016,496.6,0,28.6,24,32.9
21/07/2016,482.4,0,28.3,24.9,32.2
22/07/2016,478.9,0,29.1,25.3,34.1
23/07/2016,464.1,0.5,28.7,27.2,31.6
24/07/2016,425.7,0.5,28,27,30.1
25/07/2016,397.9,0,28.4,26.4,31.4
26/07/2016,376.1,0,28.4,25.6,31.9
27/07/2016,369.9,0.5,27.6,26.7,28.9
28/07/2016,373,0.2,28,26.7,30.5
29/07/2016,372.9,59.5,26.3,23.4,28.4
30/07/2016,388.8,0.5,28.6,26.4,33
31/07/2016,387.5,0.2,28.9,26.6,32.8
01/08/2016,380.7,0,28.4,25.8,32.4
02/08/2016,381.3,2,27.2,25,31.1
03/08/2016,379.6,0,29.1,24,34.2
04/08/2016,378.3,0,30.7,26,35.7
05/08/2016,368.9,0,31.2,26.5,36
06/08/2016,346.8,0,30.5,26.6,34
07/08/2016,343.5,0,30.6,27,35
08/08/2016,338.5,0,30.5,26.4,35.5
09/08/2016,332.1,1,29.3,26.4,33.6
10/08/2016,325.7,0,29.4,26.1,34.8
11/08/2016,320,0,30.5,26.1,36.4
12/08/2016,319.6,0,30.4,26.4,35.9
13/08/2016,323.8,0,30.2,26.8,35.1
14/08/2016,324.1,0.2,28.9,27.3,31.8
15/08/2016,332,0,29.1,25.8,34
16/08/2016,336.2,0.5,29.3,26.2,34.9
17/08/2016,335.9,0,29.9,25.1,34.7
18/08/2016,335.6,0,29.9,26.2,34.3
19/08/2016,336.5,11.5,28.9,26.6,33.2
20/08/2016,337.5,0,30.1,26.5,34.9
21/08/2016,338.9,0,30.7,26.9,36.6
22/08/2016,328.9,0.4,30.7,25.8,36.3
23/08/2016,327.6,8,28.3,26,33
24/08/2016,330.5,0,29.1,26.4,32.9
25/08/2016,331.2,4.5,27.1,24,32.2
26/08/2016,339.2,20,23,19.5,28.2
27/08/2016,363.6,0,23.4,16.9,29.7
28/08/2016,394.8,1.5,21,18.3,24.5
29/08/2016,443,0,22.2,17.4,27.1
30/08/2016,480.8,0,20.6,17.9,24.5
31/08/2016,524.2,17.5,17.7,16.1,19.2
01/09/2016,545.4,0,23.2,15.8,28.6
02/09/2016,491.2,4.5,24.2,20.6,29
03/09/2016,499,0.5,23.9,20.4,28.6
04/09/2016,517.9,0,25.6,22.1,29.6
05/09/2016,576.3,0,26.4,23,31.1
06/09/2016,640.6,0,24.7,21,29
07/09/2016,697.8,0,24.3,20.9,28.6
08/09/2016,806.8,4.5,23,21.5,26.5
10/09/2016,815.9,0,24.4,20,29.1
11/09/2016,821.4,0,24.5,22.1,28.2
12/09/2016,805.9,2.5,23.4,21.4,27.5
13/09/2016,756.7,0,24.6,19.6,30.8
14/09/2016,743.2,0,24.6,21.4,28.9
15/09/2016,743.2,0,23.9,18.8,29.5
16/09/2016,753.3,0,24.6,20.4,29.5
17/09/2016,759.2,7,23.1,18.5,28.2
18/09/2016,729.9,0,23.5,20.2,28.3
19/09/2016,708.9,0,21.9,18.2,27.8
20/09/2016,682.2,0,20.6,15.4,26.8
21/09/2016,623.5,0,20.2,,25.3
22/09/2016,551.5,0,21.9,17.5,27.2
23/09/2016,523.7,0,21.4,16.4,27.9
24/09/2016,481.3,0,22.3,16.5,28.9
25/09/2016,478.6,0,23,18.6,29.7
26/09/2016,480.8,0,23.6,19.7,28.9
27/09/2016,496.8,13.5,21,19.1,23.8
28/09/2016,503.5,0.5,19.9,18.7,21.8
29/09/2016,513.2,0,20.4,18.2,24.8
30/09/2016,509.8,0,20.5,17.7,23.5
01/10/2016,513.2,0,21.1,17.5,25.6
02/10/2016,501.2,18.5,19,16.7,22.4
03/10/2016,452.5,6.5,22.7,19.6,27.9
04/10/2016,447.4,0,22,15.6,29
05/10/2016,461.7,0,21.1,17.5,27.2
06/10/2016,487.9,0,18,13.6,23.5
07/10/2016,453,2,19.7,16.5,24.8
08/10/2016,439.9,6,16.8,10.3,21.8
09/10/2016,392.2,0,11.3,6.5,16.6
10/10/2016,328.3,0,14,7.4,21.4
11/10/2016,265.4,0,15.4,10,21.1
12/10/2016,229.6,0,15.5,11.4,20.7
13/10/2016,197.9,0,15.2,9.3,21.9
14/10/2016,186,0,16.7,10.5,23.5
15/10/2016,173.1,0,19.1,12.4,27.1
16/10/2016,184.7,1.5,17.2,15.4,19.5
17/10/2016,212.9,0,17.5,14.5,21.7
18/10/2016,232.7,0,17,11.2,24
19/10/2016,241.2,0,18,14,24.3
20/10/2016,260.4,0,18.6,12.9,25.8
21/10/2016,283.3,0,17.9,15.7,22
22/10/2016,294.4,0,18.3,14.5,22.8
23/10/2016,288.5,2.5,13.3,10.6,17.8
24/10/2016,269,0,15.1,9,20.6
25/10/2016,248.1,37,14.1,12.5,17.5
26/10/2016,234,,13.3,10.5,16.3
27/10/2016,207.2,0,14.6,8.6,20.9
28/10/2016,184.7,0.3,14.6,10.2,18.4
29/10/2016,172.3,0,7.8,3.5,11.2
30/10/2016,137,0,7.9,1.6,15.1
31/10/2016,118,0.5,5.7,0.7,8.2
01/11/2016,25,0,1.5,-2.4,6.6
02/11/2016,15.8,0.1,4.1,-2.7,10.5
03/11/2016,11.2,0.2,9.1,4.2,14.1
04/11/2016,9.4,0,12.3,8.2,15.7
05/11/2016,8.6,0,15,12.2,18.1
06/11/2016,11.1,0,14,11.9,18.3
07/11/2016,14.6,5.5,12.8,8.5,17.8
08/11/2016,19.9,0.5,4.1,0.4,8.4
09/11/2016,21.9,0,2.1,-3.2,8.6
10/11/2016,20.7,0.4,6,1.5,9.8
11/11/2016,18.5,,9.1,6.2,14.2
12/11/2016,16.9,0,11.4,5.1,16.7
13/11/2016,14.9,0.5,14.4,12.1,18.1
14/11/2016,14.8,1.5,13.2,10.2,15.8
15/11/2016,15.5,0,5.2,2.5,10.2
16/11/2016,25.1,0,5.2,0,12
17/11/2016,29.7,0,9.1,4,16.5
19/11/2016,20.5,0,13,9.9,18.6
20/11/2016,22.3,0,9.8,6.4,15.3
21/11/2016,18.9,0,9.5,5.1,14.6
22/11/2016,16,0.2,2,-2.1,8.4
23/11/2016,15.6,0,-1.8,-4.8,3.6
24/11/2016,11.7,0,-2.5,-6.2,2.4
25/11/2016,7.7,0,1,-3.5,6
26/11/2016,5.7,2.8,0.9,-0.7,2.7
27/11/2016,3.6,0,3.3,0.5,6.6
28/11/2016,2.9,0,1.4,-1.4,5.6
29/11/2016,2.1,0,1.7,-2.8,8.6
30/11/2016,2,1,6,0.7,9.8
01/12/2016,2.5,0,4.1,-1,7
02/12/2016,3,0,1.6,-3.5,7.9
03/12/2016,3.1,0,4.5,-0.7,11.3
04/12/2016,3.5,0,5.5,2,9.5
05/12/2016,3.7,1.5,5.9,0.5,10.3
06/12/2016,4.2,0,-1.1,-4.2,4.3
07/12/2016,3.8,0,1.7,-2.7,7.5
08/12/2016,3.4,3,2.1,-3,6.1
09/12/2016,3.2,3,1.4,-2.9,4.2
10/12/2016,3,0,-1.6,-5.9,3.6
11/12/2016,2.5,0,-1.1,-6.1,6.4
12/12/2016,2,0,2.3,-3,6.3
13/12/2016,1.7,0,3.4,-0.4,8.8
14/12/2016,2.1,0.1,-1.4,-2.3,-0.1
15/12/2016,1.9,0,-5,-7.6,-1.5
16/12/2016,1.5,0,-4.7,-9.8,0
17/12/2016,1.2,0,2.7,-2.7,8
19/12/2016,1.7,0.1,7.2,4.3,12
20/12/2016,2.1,0,7.6,4.4,13.6
21/12/2016,2.5,29,7.9,4.1,12.6
22/12/2016,3.5,23.5,5.5,1.5,11
23/12/2016,5.2,0.1,-2.5,-4.4,1.5
24/12/2016,6,0,-2.4,-4.3,1.1
25/12/2016,5,0,1,-4.5,6.4
26/12/2016,4,,2.5,1.3,4.4
27/12/2016,3.3,0.5,-2.3,-6.3,1.3
28/12/2016,2.2,0,-3.7,-8.4,2.6
29/12/2016,1.4,0.3,-4.2,,-1.1
30/12/2016,1,0,-3.9,-9.1,1
31/12/2016,0.9,0,0.7,-3.6,5.7
01/01/2017,1,0,2.7,-1.6,6.9
02/01/2017,1.1,0.3,5,1.8,9.2
03/01/2017,1.2,0,2,-2.3,7.7
04/01/2017,1.5,0,3.9,1,8.9
05/01/2017,2.1,0,3.8,-0.1,7.3
06/01/2017,2.8,0,5.4,2.5,11.4
07/01/2017,4.1,0,4.6,0,10.5
08/01/2017,4.7,0,6.5,4,10.9
09/01/2017,5.5,0,1.5,-3.1,4.3
10/01/2017,4.7,0,-3.7,-7.4,1.1
11/01/2017,3.8,0,-3.8,-9.4,1.5
12/01/2017,2.6,0,-2.2,-6.1,1
13/01/2017,2,0.6,-6,-8.6,-1.4
14/01/2017,1.3,0,-8.4,-10.5,-5.4
15/01/2017,0.8,0,-6.6,-11.5,-0.9
16/01/2017,0.4,0,-3.8,-8.9,4
17/01/2017,0.3,0,-2,-7.1,3.4
18/01/2017,0.3,0,-0.5,-3,2.8
19/01/2017,0.4,0,-1.2,-4.9,4.7
20/01/2017,0.4,4,-4.4,-7.8,-1.4
21/01/2017,0.5,2.1,-5.2,-10,-0.9
22/01/2017,0.5,0,-8.3,-10.9,-3.3
23/01/2017,0.5,0,-8.9,-12.6,-4.1
24/01/2017,0.4,0,-7,-11.6,-1.3
25/01/2017,0.3,0,-5.2,-10.2,0.9
26/01/2017,0.3,0.3,-1.3,-7.9,3.4
27/01/2017,0.2,3,-2.6,-5.7,3.1
28/01/2017,0.3,0,-1.6,-8.2,4.3
29/01/2017,0.3,4.5,0.8,-0.9,
30/01/2017,0.4,0.1,-4.8,-7.9,-0.9
31/01/2017,0.5,0,-5.4,-9.9,0.2
01/02/2017,0.6,0,-4,-7.5,0.7
02/02/2017,0.6,0,-2.7,-9.2,3.3
03/02/2017,0.6,0,1.5,-2.3,6.7
04/02/2017,0.7,0,0.9,-2.9,3.2
05/02/2017,0.9,0.5,1.2,-1.5,2.3
06/02/2017,0.8,0,-1.7,-4.4,2.6
07/02/2017,1,0,-2,-5.6,3
08/02/2017,1.2,0,-2.2,-4.9,0.6
09/02/2017,1.2,0,-5.3,-7.1,-2.1
10/02/2017,1.2,0,-6.6,-9.3,-2.5
11/02/2017,0.8,0,-4.8,-9.2,0.8
12/02/2017,0.6,0,-2.2,-7.4,4.2
13/02/2017,0.6,0,0.1,-5.4,6.1
14/02/2017,0.6,0,0.3,-4,6.5
15/02/2017,0.7,0,1.8,-3.9,8
16/02/2017,0.8,0,5.5,-1.9,10.3
17/02/2017,1.1,4,0.8,-5.2,9
18/02/2017,1.6,0,-2.6,-7,2.9
19/02/2017,1.7,1,2.3,-3.4,5.7
20/02/2017,2,0.5,-1.5,-5.2,5.4
21/02/2017,1.9,0,-0.6,-7.6,6.9
22/02/2017,1.8,5.1,1.7,-0.9,2.9
23/02/2017,1.7,0,-1.5,-4.2,2.1
24/02/2017,1.4,0,-0.8,-5.8,4.4
25/02/2017,1.2,0,2.6,-2.8,8.4
26/02/2017,1.4,0,3.6,-1.5,10.1
27/02/2017,1.6,0,3.7,-1.8,10.7
28/02/2017,1.8,0,5.6,-1.3,12.3
01/03/2017,2.3,5,5,2,11.4
03/03/2017,3.3,0,3.3,-3.1,10.4
04/03/2017,4,0,5.7,0.1,12.7
05/03/2017,4.6,0.5,5.2,1.2,10.4
06/03/2017,5,0,0.1,-2.8,4
07/03/2017,4.5,0,-1.3,-4,2.9
08/03/2017,3.6,0,-0.1,-5.3,5
09/03/2017,2.7,0,3.2,-2.7,10.7
10/03/2017,2.7,0,4.8,-1.2,12.2
11/03/2017,2.9,0,,-0.2,16.7
12/03/2017,3.2,0,8.2,4.4,14
13/03/2017,3.7,0,6.9,1.5,12.2
14/03/2017,4.6,0,5.8,1,10.9
15/03/2017,5.9,0,6.3,0.4,13.3
16/03/2017,7.8,0,6.2,1,13.4
17/03/2017,8.8,0,7.7,1.2,15.7
18/03/2017,9.6,0,9.5,5.9,16.1
19/03/2017,10.4,0,10.9,3.2,18.9
20/03/2017,10.5,0,10.2,6,15.5
21/03/2017,11.8,0,7.4,4.3,12.6
22/03/2017,12.8,0,7.6,1.9,14.1
23/03/2017,13.3,0,9.1,5.1,15
24/03/2017,14.7,0,8.7,3.9,15.2
25/03/2017,15.1,0,8.1,5,12.6
26/03/2017,14.2,0,7.3,4.8,11.6
27/03/2017,13.3,0.4,6.1,4.4,10.9
28/03/2017,11.4,0,7.1,2.5,12.7
29/03/2017,10.9,0,8.8,4.7,14.4
30/03/2017,11.3,0,10.6,4.1,17.1
31/03/2017,11.6,1.5,8.6,4.9,12.4
01/04/2017,11.8,1,9,4.8,15.1
02/04/2017,11.9,0,9,3.1,15.8
03/04/2017,12.1,0,11.4,4.3,19.2
04/04/2017,14.4,0,14.1,6.7,21.8
05/04/2017,18.4,37.5,12,10.8,14.2
06/04/2017,20.8,3,10.4,9.4,12.4
07/04/2017,21.5,0,14.5,9,23.5
08/04/2017,26.4,0.5,13,8.6,19.9
09/04/2017,31.8,0.5,14.8,10.6,20.5
10/04/2017,39.7,0,16.5,10.1,23.3
11/04/2017,48.9,0,15.3,11.5,20.2
12/04/2017,53.7,0,11.5,8.8,16.4
13/04/2017,54.1,0,12.7,6.3,19.6
14/04/2017,57.4,6,13,10.1,17.7
15/04/2017,56,0,16.8,10.9,24.3
16/04/2017,62.1,0,18.7,12.9,24.4
17/04/2017,67.3,5.5,14.7,11.2,18
18/04/2017,64.7,7.5,11.7,9.4,17.4
19/04/2017,56,0,12.6,7,18.4
20/04/2017,55.4,0.1,12.9,9.9,18.2
21/04/2017,59.2,0,13.1,7.6,19.3
22/04/2017,55.4,0,14.8,8.5,22.5
23/04/2017,51.4,0,14.9,8.9,21.7
24/04/2017,47.2,0,15.1,8.3,21.3
25/04/2017,45.5,0,16,12.9,20.4
26/04/2017,52.2,0,15.1,10.5,20.2
27/04/2017,58.6,0,13.6,7.9,19.8
28/04/2017,59.2,0,14.4,,21.5
29/04/2017,65.4,0,17.1,9.6,23.7
30/04/2017,68.6,0,,13.7,27.8
01/05/2017,65.3,0,20.1,12.8,28.3
02/05/2017,116.8,0,20.7,15.2,28
03/05/2017,106.7,0,21.5,14.5,30.2
04/05/2017,148.2,0,21,14.8,27.5
05/05/2017,204.7,0,20.9,15.5,27
06/05/2017,448.8,0,14.9,10,19.3
07/05/2017,517.2,0,16.6,10.9,22.8
08/05/2017,208.4,0,17.9,11.1,23.5
09/05/2017,701.8,2.5,17.1,15.3,22.6
10/05/2017,559.8,2.5,16.4,14.2,20.8
11/05/2017,217.2,0,19.3,13.1,24.8
12/05/2017,173.8,0,19.1,16.8,21.1
13/05/2017,125.2,6,16.4,12.4,22.6
14/05/2017,129.1,0,15.7,11,20.7
15/05/2017,110.1,0,16,12.3,20.1
16/05/2017,127.4,0,17.1,13.3,22.3
17/05/2017,158.1,0,18.6,12.3,25.9
18/05/2017,178.8,0,20.4,13.9,26.9
19/05/2017,169.9,0,21.1,15.1,27.9
20/05/2017,188.3,0,20.9,15.4,27.3
21/05/2017,205.7,0,21.5,16,27.6
22/05/2017,245.9,0,21.8,15.9,28
23/05/2017,406.9,5,20,17.2,24.4
24/05/2017,455.7,0.1,21.8,16.9,27.8
25/05/2017,467.4,0,19.2,14.4,24.4
26/05/2017,560.8,0,17.7,12.4,23.2
27/05/2017,248.1,0,19.5,13.7,26.4
28/05/2017,563.8,0,21.2,14.4,27.9
29/05/2017,829.1,0,22.9,18.1,29.3
30/05/2017,578.5,0,23.6,18.6,30.3
31/05/2017,450.6,0,23.3,17.7,29.6
01/06/2017,406.9,0,23.3,20,27
01/06/2017,406.9,0,23.3,20,27
01/06/2017,406.9,0,23.3,20,27
01/06/2017,406.9,0,23.3,20,27
02/06/2017,464.1,0,20.5,15.5,25.6
03/06/2017,516.5,0,20.5,16.1,26.5
04/06/2017,475.8,0,21.7,15.1,28.1
05/06/2017,627.8,0,24.2,16.4,30.3
06/06/2017,613,15.5,19.4,14.5,23.9
07/06/2017,531.3,12.5,17.6,15.1,19.2
08/06/2017,455.7,0,20.1,15.1,25.9
09/06/2017,487.6,0.1,21.2,17.9,25.7
10/06/2017,501.7,4.5,21.5,16.7,27.5
11/06/2017,422,0,22.8,14.8,29.6
11/06/2017,422,0,22.8,14.8,29.6
12/06/2017,381.7,0,22.1,17,28
13/06/2017,440.5,0,21.5,18.3,25.9
14/06/2017,464.1,0,21.8,17.8,26.8
15/06/2017,500.7,0,23.1,18,29.6
16/06/2017,489.3,0,25.5,20,32.7
17/06/2017,551,0,24.2,20.6,29.9
18/06/2017,566.7,0,24.3,18.6,31.8
19/06/2017,555.9,0,24.8,19.5,30.2
20/06/2017,679,0,26,20,32.7
21/06/2017,797.1,0,25.4,21.7,31.6
22/06/2017,961.5,0,25.3,21.2,30.4
23/06/2017,1000,0,26.7,21.3,34.1
24/06/2017,1000,3.5,24.5,21.5,27.8
24/06/2017,1000,3.5,24.5,21.5,27.8
25/06/2017,1000,1.5,23.8,21,28.4
26/06/2017,1000,29,23.1,20.1,29.9
26/06/2017,1000,29,23.1,20.1,29.9
27/06/2017,1000,0,25.2,20.8,30.5
28/06/2017,1000,0,26,22.5,30.5
29/06/2017,1000,0,26.2,21.9,31.5
30/06/2017,1000,0,25.9,22.2,30.9
01/07/2017,754.1,0.5,25.3,22.4,30.7
02/07/2017,756.3,92,24.3,21.9,26.8
03/07/2017,755.2,67.5,24.7,21.9,27.4
04/07/2017,794.9,0.5,26.7,23.8,31.6
05/07/2017,847.9,0,27.4,23.3,32.6
06/07/2017,855.6,34,27.6,23.9,34.6
07/07/2017,877.7,16.5,26.4,24.4,28.4
08/07/2017,882.1,4.5,26,24.6,27.6
09/07/2017,884.3,32.5,26.3,23.8,30.3
10/07/2017,928.4,144.5,24,22.6,25.4
10/07/2017,928.4,144.5,24,22.6,25.4
10/07/2017,928.4,144.5,24,22.6,25.4
10/07/2017,928.4,144.5,24,22.6,25.4
11/07/2017,921.8,1,26,22.2,30.9
